video_id,channel_name,title,published_at,view_count,like_count,comment_count,duration,duration_seconds,category_id
JWMxO61MBDo,Imponderabilia,"Natalia Kukulska i jej czułe struny. Pokochać Chopina, Colliera i Culluma.",2020-10-13T16:49:52Z,108030,3635,222,PT1H25M2S,5102,10
KWLnvQ80eFg,Imponderabilia,"Holland o: koronawirusie, który niszczy kino, Szarlatanie, #MeToo i Romanie Polańskim",2020-10-07T14:45:00Z,86731,2579,377,PT1H8M15S,4095,22
6dDRVWljg3I,Imponderabilia,Mishon szczerze opowiada o życiu prywatnym i swojej karierze.,2020-10-04T15:00:01Z,91575,3698,262,PT1H53M8S,6788,22
H5inXzPnQ_s,Imponderabilia,"Jak stworzyć biznes, który przetrwa 100 lat i pozostanie liderem? Historia i nowoczesność Wedla.",2020-10-01T13:58:17Z,68291,986,112,PT1H34M46S,5686,22
_Ju0j21x4v8,Imponderabilia,Jak zmienić swoje życie intymne na lepsze? Marta Niedźwiecka o tym jak być głośnym w łóżku.,2020-09-27T14:55:39Z,581430,11717,730,PT1H35M17S,5717,27
ohSuz_pEJVA,Imponderabilia,"Paweł Wilczak szczerze o tym co go wkurza, co mu dały reklamy i czy seriale mogą tłumaczyć świat?",2020-09-20T14:56:00Z,129208,3180,362,PT1H10M43S,4243,22
y6MMuRSyRYo,Imponderabilia,Pokazał jak wygląda pandemia w Polsce. Przeszedł COVID-19. Rozmawiał z Szumowskim - Paweł Kapusta,2020-09-10T15:02:59Z,173610,2356,437,PT1H15M48S,4548,22
cBMl65B61X8,Imponderabilia,Czy po tym filmie zjesz jeszcze mięso? Bartek Sabela opowiada o sytuacji zwierząt w Polsce.,2020-09-09T14:54:13Z,145542,4489,952,PT2H10M24S,7824,22
HHbx_sd36J0,Imponderabilia,Zuzanna Rudzińska-Bluszcz - czy zastąpi Bodnara i będzie nową Rzeczniczką Praw Obywatelskich?,2020-09-07T15:00:03Z,37839,1786,130,PT1H13M40S,4420,25
_CpbZBCtHLQ,Imponderabilia,"Beata Kozidrak szczerze i bez ciśnień o: #hot16challenge2, romansie z rapem, oraz Lech Music",2020-08-26T15:19:49Z,146074,4445,384,PT45M26S,2726,10
t-OuEYqFgN0,Imponderabilia,Zarabiaj pieniądze sprzątając świat! Biznes Przemka Pyziela z Planet Heroes.,2020-08-25T16:15:34Z,35347,1308,109,PT55M35S,3335,27
rD22OJ-EQdU,Imponderabilia,Ile zarobiłem? Czy żałuję rozmowy z Dudą? Która była najlepsza? 2 urodziny Imponderabilia!,2020-08-16T15:51:01Z,289431,13186,823,PT39M48S,2388,22
G0cnUae-nfc,Imponderabilia,Miłoszewski: Chcę dwóch rzeczy: żeby moje dzieci były zdrowe i żeby PiS przegrał wybory.,2020-08-10T16:27:34Z,105345,2626,369,PT1H54M35S,6875,22
1Tc3v6SrfPU,Imponderabilia,"Popek szczerze o: Stiflerze, Fame MMA 7, dragach, Gangu Albanii i swojej przyszłości",2020-08-02T18:45:11Z,471292,11404,910,PT57M53S,3473,22
9fLAL8wcNWI,Imponderabilia,"Magda Mołek szczerze o odejściu z TVN. W swoim stylu opowiada o wieku, karierze i seksie.",2020-07-28T16:59:32Z,812023,13086,1083,PT1H45M37S,6337,22
Cm_q4FNm2aY,Imponderabilia,Jak osiągnąć dobre życie?,2020-07-24T14:39:24Z,73512,1586,133,PT1H38M27S,5907,27
mZ3uMQoeqnw,Imponderabilia,Kto i dlaczego zabija ludzi w Afryce? Albinizm i czary w Tanzanii.,2020-07-19T16:26:23Z,80915,2368,83,PT1H9M42S,4182,27
Izxj72bg4A4,Imponderabilia,"Andrzej Duda o: LGBT, TVP, koronawirusie, głosach po Bosaku i o szansach w starciu z Trzaskowskim",2020-07-09T15:12:23Z,1435044,41981,9413,PT1H16M49S,4609,25
k_nPpFbzy1g,Imponderabilia,Polska ma świetnych inżynierów. Sławek Potasz - jak rozkręcić biznes przed trzydziestką.,2020-07-07T13:48:31Z,63426,1998,176,PT48M21S,2901,22
LEUGpoCXugw,Imponderabilia,"Sokół. Jakie błędy popełnił, kim chciał zostać za młodu i jak patrzy na swoją przeszłość.",2020-07-04T13:56:22Z,340436,6477,400,PT1H3M52S,3832,22
Dd6qpa37lc4,Imponderabilia,Kto wygra wybory prezydenckie? Podsumowanie po wywiadach z kandydatami. Czy Andrzej Duda przyjdzie?,2020-06-25T16:10:40Z,367768,17263,1882,PT49M53S,2993,25
WkL3qxpQG4s,Imponderabilia,"Artur Rojek o Myslovitz, płycie Kundel i przyszłości OFF Festivalu",2020-06-10T14:54:34Z,41498,1148,77,PT1H50S,3650,10
0RC3hx6dSF0,Imponderabilia,"Rafał Trzaskowski szczerze o Andrzeju Dudzie i kontrkandydatach, oraz swojej szansie w wyborach.",2020-06-04T06:00:12Z,698640,19108,2561,PT1H24S,3624,25
SqIbCJU2l2c,Imponderabilia,"Rasmentalism: Jezus jest naszym wzorem, bo założył pierwszą komunę.",2020-05-31T13:32:19Z,26508,751,56,PT1H9M2S,4142,22
WzwfDysNSak,Imponderabilia,"Hołdys o: Kaziku w Trójce, cenzurze w PRL i czemu nigdy nie nazwał Andrzeja Dudy prezydentem.",2020-05-20T15:59:18Z,129039,3373,512,PT1H59M47S,7187,22
HsP7eK0yWeo,Imponderabilia,"Vito Bambino mówi, że #hot16challenge2 to nie szopka, Bitamina będzie grać, a bunkrów nadal nie ma.",2020-05-14T13:47:15Z,96440,3012,148,PT1H7M42S,4062,22
kJpDcDkIZ6E,Imponderabilia,Karol Paciorek #Hot16challenge2,2020-05-12T18:22:00Z,249883,18349,644,PT2M26S,146,10
twL9B9qUpqw,Imponderabilia,"Robert Biedroń: wybory korespondencyjne, co z mandatem do PE, prawo aborcyjne | Imponderabilia #103",2020-04-30T14:29:06Z,216520,6997,1290,PT1H5M30S,3930,22
5SovWhoIr8A,Imponderabilia,"Władysław Kosiniak-Kamysz odpowiada na pytania: koronawirus, wybory, susza | Imponderabilia #102",2020-04-27T15:02:26Z,180891,5461,657,PT1H11M24S,4284,22
rPEIwCrlVcg,Imponderabilia,Koronawirus kontra nasza psychika. Cveta Dimitrova i Tomasz Stawiszyński | Imponderabilia #101,2020-04-16T18:24:54Z,35487,701,72,PT2H8M50S,7730,22
0Qh0rdE-tbI,Imponderabilia,"Co Łona, czyli raper inteligencki myśli o Patointeligencji? Śpiewnik Domowy EP | Imponderabilia #100",2020-04-09T14:34:00Z,309681,10268,727,PT56M41S,3401,22
QQovOC5uTak,Imponderabilia,Ile będzie trwał kryzys gospodarczy? Czy może ominąć Polskę? Dr Wojciech Paczos | Imponderabilia #99,2020-04-04T16:03:37Z,123853,3309,432,PT1H31M54S,5514,22
_40j-HdyOYU,Imponderabilia,"Na co przeznaczy milion dolarów, gdy zostanie nauczycielem roku? Przemek Staroń | Imponderabilia #98",2020-03-31T18:27:54Z,46789,1344,222,PT2H40M37S,9637,22
iYeEpCj3IAQ,Imponderabilia,Jak poprawić swoją odporność? Dr Magdalena Kulma | Imponderabilia #97,2020-03-25T18:12:46Z,21833,679,64,PT1H10M11S,4211,22
UvRrHkWO6Og,Imponderabilia,Koronawirus: kiedy lek albo szczepionka? Ile trwa pandemia? Dr Rafał Mostowy | Imponderabilia #96,2020-03-22T19:05:38Z,75555,2406,182,PT1H2M46S,3766,22
b2qDLpUgfZ0,Imponderabilia,"Piotr Cyrwus o życiu po ""Klanie"" i roli księdza ""W lesie dziś nie zaśnie nikt"" | Imponderabilia #95",2020-03-20T18:46:53Z,77484,1713,141,PT1H9M12S,4152,22
cLQSs4YjfgQ,Imponderabilia,"Szymon Hołownia odpowiada na pytania: koronawirus, wiara, aborcja, ekologia | Imponderabilia #94",2020-03-12T14:58:43Z,535484,15014,1657,PT1H14M17S,4457,22
S0L5w96qClg,Imponderabilia,"Hejter, koronawirus i tajemnice imprez po Oscarach. Jan Komasa | Imponderabilia #93",2020-03-08T14:40:15Z,116103,2939,185,PT1H28M56S,5336,22
nvvjcNUkvKY,Imponderabilia,"Krzysztof Bosak odpowiada na pytania: LGBT, szczepionki, kościół, wartości | Imponderabilia #92",2020-03-05T15:48:40Z,990544,31484,5055,PT1H8M51S,4131,22
dVTYZ6bwiak,Imponderabilia,Jakie tajemnice zna doradca ubezpieczeniowy? Opowiada Tomasz Lasowski | Imponderabilia #91,2020-03-02T14:59:00Z,27220,303,154,PT1H10M23S,4223,22
egAur5FWdqM,Imponderabilia,Kim jest Remigiusz Mróz i czego nie pisze w swoich książkach? | Imponderabilia #90,2020-02-27T16:21:07Z,209735,4826,237,PT1H4M57S,3897,22
hnYvsnFLww8,Imponderabilia,"Fajnie będzie, jeśli połączymy fanów Comy i The Dumplings. Karaś/Rogucki | Imponderabilia #89",2020-02-20T15:14:34Z,70403,1648,122,PT55M30S,3330,22
fv08eglIaYU,Imponderabilia,"Locke And Key: Darby Stanchfield, Connor Jessup, Meredith Averill, Carlton Cuse Imponderabilia Bonus",2020-02-15T15:05:01Z,13532,510,36,PT8M1S,481,22
Hl7UpzIiuRw,Imponderabilia,"Vega: Żałuję, że zrobiłem ""Politykę"". Sprzedaję Lambo i będę ascetą jak Jobs. | Imponderabilia #88",2020-02-11T15:30:37Z,445060,7456,825,PT1H4M24S,3864,22
XSUSKvDXFiw,Imponderabilia,Komentujemy Oscary 2020: Kto wygra? Dlaczego mają znaczenie? Michał Oleszczyk | Imponderabilia #87,2020-02-06T17:54:54Z,49419,1400,166,PT1H40M14S,6014,22
FPLm8gFX8ho,Imponderabilia,Jak pokochać jazz? Tłumaczy Maciej Obara | Imponderabilia #86,2020-01-30T15:55:55Z,25435,828,81,PT1H28M41S,5321,22
ii0fypTHzCw,Imponderabilia,"Cezary Pazura opowiada najlepsze anegdoty z planu filmu ""Psy 3"" i nie tylko | Imponderabilia #85",2020-01-23T17:04:46Z,554840,11529,652,PT1H3M45S,3825,22
aSnSYZxzSdo,Imponderabilia,Kosmiczne energie i młodość Ralpha Kaminskiego | Imponderabilia #84,2020-01-16T17:56:40Z,415872,9683,469,PT1H3M55S,3835,22
RJKhxjyoN90,Imponderabilia,"Człowiek, który zagrał papieża i bigamistę - Piotr Adamczyk w Mayday | Imponderabilia #83",2020-01-09T15:53:54Z,163382,3713,212,PT1H30M15S,5415,22
-mvZ2xpx54s,Imponderabilia,Koniec z YouTube! G.F. Darwin szczerze o swojej przeszłości i przyszłości | Imponderabilia #80,2019-12-19T15:00:04Z,388328,8401,374,PT2H14M3S,8043,22
FBvl9JVjSQE,Imponderabilia,Jak stworzyć restaurację odpowiedzialną klimatycznie? Kaj Török z Max Burgers | Imponderabilia #79,2019-12-12T16:46:42Z,25277,803,95,PT52M38S,3158,22
BpGORtkGQvs,Imponderabilia,"Katarzyna Bonda musiała się zakochać, żeby mogła dokończyć książkę | Imponderabilia #78",2019-12-05T17:08:59Z,167980,3416,245,PT1H21M9S,4869,27
hVyn_RxxnR0,Imponderabilia,Ukraiński dowódca uratował nam życie. Piotr Andrusieczko o wojnie na Ukrainie | Imponderabilia #77,2019-12-01T16:02:36Z,25256,746,46,PT1H45M4S,6304,22
Dzrt31L8neE,Imponderabilia,Mam ciarki oglądając każdy odcinek pierwszego sezonu Wiedźmina - Tomek Bagiński | Imponderabilia #76,2019-11-28T16:07:27Z,128349,3824,277,PT33M57S,2037,22
_9KyWcnleaA,Imponderabilia,Natalia Przybysz: Czy zmawiamy paciorek na początku? Rozmowa nie tylko o muzyce | Imponderabilia #75,2019-11-25T17:29:02Z,63874,1383,135,PT52M28S,3148,22
fU0v8p1y66A,Imponderabilia,Marcin Prokop: jedyny tak SZCZERY wywiad | Imponderabilia #74,2019-11-21T17:19:40Z,922544,11645,619,PT2H15M43S,8143,22
-BIuVNYXukI,Imponderabilia,"Jacek Trela opowiada o najczęstszych problemach, z którymi idziemy do adwokata | Imponderabilia #73",2019-11-15T15:20:01Z,29712,951,67,PT1H24M39S,5079,22
eZ6-tTKwMy0,Imponderabilia,"Hades: do dziś nie wierzę, że mogłem współpracować z O.S.T.R   | Imponderabilia #72",2019-11-13T16:00:07Z,45109,914,110,PT1H2M13S,3733,22
4BChWSV-SNA,Imponderabilia,"Marcin Sońta: człowiek, który swoim głosem codziennie budzi 3 miliony Polaków | Imponderabilia #71",2019-11-07T16:58:43Z,41710,1200,126,PT1H27M47S,5267,22
Ep6wYeJExj0,Imponderabilia,"Bisz/Radex: połowa świata jest w kryzysie, drugiej nigdy nie żyło się lepiej | Imponderabilia #70",2019-10-31T15:00:00Z,22392,705,144,PT1H17M7S,4627,22
mCpn8u_W5YE,Imponderabilia,Konstancja Zyzik: Jak znaleźć pracę marzeń? | Imponderabilia #69,2019-10-24T14:59:36Z,40454,724,97,PT1H36M21S,5781,22
nYRLC8Ak6XI,Imponderabilia,Miętha: można znaleźć miejsce dla siebie pośród mainstreamu | Imponderabilia #68,2019-10-17T15:09:12Z,19417,562,68,PT1H59S,3659,22
05RIdeg4ltc,Imponderabilia,"Kamil Sipowicz: Kora, Maanam, psychodeliki i Must Be The Music | Imponderabilia #67",2019-10-14T06:31:25Z,40279,1007,81,PT48M48S,2928,22
U7L1StHIzVk,Imponderabilia,Mery Spolsky nie jest bigotką: Kayah nie każe mi pisać samych hitów! | Imponderabilia #66,2019-10-10T15:03:58Z,179009,3917,220,PT1H25M23S,5123,22
OFklvlrjAps,Imponderabilia,Bartosz Gelner opowiada czemu myślał pod prysznicem o roli u Patryka Vegi | Imponderabilia #65,2019-10-06T14:56:27Z,71526,1571,115,PT1H48M34S,6514,22
iEdwIpM4nCw,Imponderabilia,Michał Zieliński opowiada jak wygląda wojna i dlaczego jest zawsze przegrana | Imponderabilia #64,2019-10-03T13:59:04Z,32703,690,42,PT2H3M59S,7439,22
lYcmg19cLds,Imponderabilia,Piotr Sokoliński zdradza sekrety handlarzy samochodów | Imponderabilia #63,2019-09-26T15:00:06Z,57528,1245,118,PT1H54M34S,6874,22
5luohfbRGgo,Imponderabilia,"Miuosh o swojej książce, sukcesie, rapie i czemu nie przeprowadzi się do WWA  | Imponderabilia #62",2019-09-19T14:35:43Z,54177,1264,138,PT1H24M13S,5053,22
Fyg18e8_DEU,Imponderabilia,"Tomasz Kot opowiada o Hollywood, roli jako Tesla i filmie (Nie)znajomi | Imponderabilia #61",2019-09-13T14:38:16Z,497981,10872,473,PT1H46M59S,6419,22
DcIxul1X-i4,Imponderabilia,Adam Bodnar: Będziemy żyli w normalnym państwie | Imponderabilia #60,2019-09-08T06:00:00Z,49938,1395,136,PT1H58M47S,7127,22
IXbxUCZUmgo,Imponderabilia,"Wojciech Wilk: Co, jeśli do Polski przyjedzie 8 milionów uchodźców z Ukrainy? | Imponderabilia #58",2019-08-25T06:59:56Z,46433,1007,65,PT1H53M55S,6835,22
J2CL8xNBjRg,Imponderabilia,"Filip Springer: katastrofa klimatyczna to fakt, przestałem latać samolotami | Imponderabilia #56",2019-08-06T15:00:04Z,68074,1852,166,PT1H22M7S,4927,22
SxoVwlYLX0s,Imponderabilia,Jurek Owsiak: Pol'and'rock wraca i jest piękniejszy niż Woodstock | Imponderabilia #55,2019-07-30T15:00:04Z,88297,3438,252,PT1H9M58S,4198,22
Ipwn653YYnw,Imponderabilia,"Lil Masti szczerze o Fame MMA, zmianie wizerunku i swojej przeszłości | Imponderabilia #54",2019-07-24T14:58:12Z,302953,7836,985,PT2H3M25S,7405,22
QxEXkoUMdaw,Imponderabilia,"""Magia"" MDMA bardzo szybko znika, psychodeliki są mniej szkodliwe - Mestosław | Imponderabilia #53",2019-07-19T06:57:41Z,225023,6840,939,PT2H43M44S,9824,27
V6ag3eW9IWA,Imponderabilia,"Raperzy nie mają dystansu do siebie, bo wkładają w muzykę całe serce - Yurkosky | Imponderabilia #52",2019-07-02T14:57:28Z,58500,1447,154,PT2H2M45S,7365,22
hS8WAayaUow,Imponderabilia,Sprawdzam czy jestem ŚWIETNYM KIEROWCĄ + rozmowa z Filipem Kaczanowskim | Imponderabilia #50,2019-06-18T15:00:43Z,23364,590,42,PT57M53S,3473,22
oGWF35s35Dc,Imponderabilia,Moja następna restauracja pewnie będzie WEGAŃSKA - Karol Okrasa | Imponderabilia #49,2019-06-10T14:01:36Z,183082,3767,229,PT1H8M30S,4110,22
JgNy8zQxc2c,Imponderabilia,Wstęp na imprezy ze mną jest tylko bez telefonu! - Dawid Kwiatkowski | Imponderabilia #48,2019-06-05T15:57:47Z,150973,5566,296,PT1H28M38S,5318,22
RFumtH54YaU,Imponderabilia,Współpraca z Anją Rubik to przyjemność - Mary Komasa | Imponderabilia #47,2019-05-29T15:58:49Z,31900,723,84,PT1H8M29S,4109,22
YG8oRjFDkpQ,Imponderabilia,"Wszystko, co w życiu robiłem to nie była kalkulacja - Piotr Rogucki - Coma | Imponderabilia #45",2019-05-14T14:59:58Z,138880,3090,375,PT1H14M54S,4494,22
FWNKjWKha30,Imponderabilia,Rozmowa z górą - Rafał Fronia | Imponderabilia #43,2019-04-30T14:49:30Z,32736,881,61,PT1H16M40S,4600,22
CSn-2qL50dI,Imponderabilia,"""34 stopnie mrozu w Jakucku? Teraz to już jest ciepło"". Pioter Jurkowski GDZIE BĄDŹ",2019-04-16T15:01:20Z,209586,2487,343,PT2H28M7S,8887,22
m9Zy6lr9Ak8,Imponderabilia,"""Jeśli jesteś w czymś dobry to nie bój się o tym powiedzieć głośno"". Jarosław Królewski",2019-04-09T14:56:48Z,65850,1651,186,PT1H36M59S,5819,17
grjfuCyGJ-8,Imponderabilia,Samochód jak iPhone? - Łukasz Domański - Imponderabilia #39,2019-04-02T15:00:05Z,25546,396,57,PT1H24M9S,5049,2
0PpmhKAu8Yc,Imponderabilia,Jak radzić sobie w życiu? - Piotr Bucki - Imponderabilia #38,2019-03-26T16:00:00Z,114485,1403,126,PT2H20M54S,8454,22
H7XTEKPCkFI,Imponderabilia,"Karol Sadaj - jest różnica między ""jestem bogaty"" a ""jestem bogaty i robię ważne rzeczy""",2019-03-19T16:02:59Z,36053,701,45,PT1H36M32S,5792,22
kw1qrgHPvDo,Imponderabilia,Cveta Dimitrova - czym jest DEPRESJA i jak sobie z nią radzić?,2019-03-12T15:59:50Z,136206,2489,222,PT2H18M53S,8333,22
S5ZPNbKrCVk,Imponderabilia,Anna Dymna - Czego nas uczą osoby niepełnosprawne?,2019-03-05T16:00:03Z,94878,2436,229,PT1H51M45S,6705,22
YQCPM2M5Lew,Imponderabilia,ZIMNV - kariera po Must Be The Music i jak debiutować na polskim rynku muzycznym.,2019-03-01T15:51:33Z,21783,712,87,PT1H15M3S,4503,22
yEeJ8hMP0pc,Imponderabilia,"Mateusz Waligóra: pierwszy człowiek, który samotnie przeszedł pustynię Gobi.",2019-02-26T16:00:10Z,55791,1582,163,PT2H5M12S,7512,22
X-KlYFuHNPg,Imponderabilia,"Paweł Zych, piwowar: Piwo z puszki i z butelki smakuje dokładnie tak samo.",2019-02-19T15:55:39Z,27437,629,114,PT1H22M56S,4976,27
E_3DhmbumSA,Imponderabilia,"Łukasz Tomecki: ""OD GRANIA W CS'A DO PROFESJONALNEGO POKERA"" - Imponderabilia #31",2019-02-12T16:00:01Z,48188,1428,186,PT2H13M37S,8017,22
car8x-z0XfY,Imponderabilia,Kaja Kraska 'Globstory': Żeby polecieć na Islandię wzięłam kredyt - Imponderabilia #30,2019-02-05T16:00:05Z,313531,5100,1437,PT2H25M22S,8722,22
p7Rb0oaugTg,Imponderabilia,"Jakub Górnicki: ""Rolą dziennikarza jest dawanie kontekstu"" - Imponderabilia #29",2019-02-01T15:39:34Z,54739,665,125,PT2H34M16S,9256,22
1BvUZ0kDCQ0,Imponderabilia,"Jakub Koisz: ""Na siłowni osiągam stan zen"" - IMPONDERABILIA #28",2019-01-29T16:00:00Z,47643,644,106,PT2H20M22S,8422,22
QblaFr_V15A,Imponderabilia,Maciek Budzich - Czego o WOŚP i Owsiaku nie wiedzą hejterzy?,2019-01-22T16:00:04Z,79809,1863,394,PT2H29M36S,8976,22
X1cxFnQBP0E,Imponderabilia,"Ilona Łepkowska - kobieta, która wymyśliła najpopularniejsze seriale w Polsce.",2019-01-15T16:00:07Z,102526,2229,598,PT2H4M10S,7450,22
YBfF4HOAX-o,Imponderabilia,"Mamed Khalidov szczerze o ZAKOŃCZENIU KARIERY i filmie ""Underdog"".",2019-01-08T16:00:01Z,82606,2173,188,PT52M23S,3143,22
ogq4Cy7F9BQ,Imponderabilia,"Dawid Myśliwiec MASAKRUJE pseudonaukowców. Przeszczep kału, modyfikacje genetyczne i bomba atomowa.",2018-12-18T16:00:03Z,704878,12944,1487,PT2H17M54S,8274,22
i4QDWnqU3e4,Imponderabilia,"Czesław Mozil szczerze mówi dlaczego ma wywalone na media, o nowej płycie i imprezowej przeszłości.",2018-12-11T16:00:03Z,75490,2114,144,PT1H24M47S,5087,22
_Dc1AC09zpQ,Imponderabilia,Adam Bartkiewicz - HACKOWANIE MÓZGU 🧠 Jak uczyć się efektywnie? 📖 Jak podnieść swoje zdolności?,2018-12-04T16:00:07Z,60793,1113,170,PT1H58M10S,7090,22
fOrzwhXBvqk,Imponderabilia,ABRADAB BEZ ŚCIEMY wspomina Kaliber 44 🎼NOWA płyta 📀 co sądzi o młodych RAPERACH? 👍👎,2018-11-30T16:00:03Z,78491,2007,192,PT1H29S,3629,22
6Kdfe7ljGi4,Imponderabilia,"Robert Biedroń o tym dlaczego młodzi nie chcą polityki, swojej nowej książce i paleniu zioła",2018-11-27T16:28:51Z,117583,5184,568,PT24M29S,1469,22
Zmrv2rSv_jE,Imponderabilia,"Kasia Mecinski o pracy z Gonciarzem, Polonii w USA i młodości w Polsce",2018-11-20T16:00:03Z,564421,8745,1405,PT2H43S,7243,22
SQ1UOP2h2pU,Imponderabilia,"Tomasz Raczek - kinoterapia, Smarzowski, Męki Tantala i film, który je kończy",2018-11-16T16:00:02Z,85346,1903,174,PT1H31M43S,5503,22
jD8c1DyODSU,Imponderabilia,"Tomasz Kammel: jak poprawić swój wizerunek, błędy w komunikacji, jak być charyzmatycznym?",2018-11-13T16:00:05Z,351490,5023,958,PT2H8M45S,7725,27
AgajBH0Nvh8,Imponderabilia,"Radek Kotarski: jedyny TAK SZCZERY wywiad. Pieniądze, książki i Polimaty",2018-11-06T15:51:07Z,929003,13739,1973,PT2H17M,8220,22
M_GM8Dr1MGM,Imponderabilia,"The Dumplings najdłuższa rozmowa - dyskretnie o RAJu, koncertach i tworzeniu muzyki",2018-10-30T16:00:04Z,105246,2811,620,PT1H21M46S,4906,22
9FQkwT5gyO8,Imponderabilia,"Michał Żebrowski szczerze o Wiedźminie, polskim teatrze i karierze na YouTube.",2018-10-23T14:47:22Z,418612,9869,1392,PT1H21M45S,4905,22
Tryjx724oVg,Imponderabilia,Doktor Ania - co powinniśmy zmienić w swojej diecie?,2018-10-16T15:00:07Z,276230,4422,427,PT2H2M,7320,22
I8qPxl5GteY,Imponderabilia,Michał Szafrański - jak zarobił 7 milionów z bloga?,2018-10-09T14:49:51Z,230418,2210,209,PT2H4M4S,7444,22
fRcBlfgMnVw,Imponderabilia,Suchar Codzienny - z czego nie można się śmiać? Co to jest suchar? Kariera na Instagramie.,2018-10-05T14:55:35Z,55627,1187,90,PT1H31M36S,5496,22
UV_2s4fRk98,Imponderabilia,Przemek Staroń - jeden z najlepszych nauczycieli w kraju.,2018-10-02T14:52:37Z,107620,3071,649,PT1H59M31S,7171,27
8Pk4XdNpJcM,Imponderabilia,"Krzysztof Gonciarz o swojej przyszłości, Japonii i stosunku do widzów.",2018-09-25T15:00:00Z,1740305,13212,1786,PT2H11M32S,7892,27
J53jkx89HsY,Imponderabilia,"Maciej Orłoś szczerze o TVP, karierze na YouTube i księżach, którzy nie potrafią przemawiać.",2018-09-21T15:00:03Z,180558,3997,234,PT1H30M49S,5449,27
Mc-LIxG78b4,Imponderabilia,"Kasia GANDOR - YouTube, modeling, nauka i pseudonauka",2018-09-18T15:00:03Z,252564,6897,2140,PT1H33M16S,5596,22
95gjr2344JA,Imponderabilia,ACTA 2 to nie KONIEC internetu - Alek Tarkowski,2018-09-11T15:00:00Z,43530,1223,156,PT1H43M34S,6214,22
vVwAff6BR_k,Imponderabilia,Czego nie wiesz o narkotykach?,2018-09-04T15:00:07Z,180347,4835,226,PT1H48M47S,6527,27
mqrm3yvWaEo,Imponderabilia,Katarzyna Szymielewicz - jesteśmy non-stop PODSŁUCHIWANI i PODGLĄDANI. Jak tego uniknąć?,2018-08-28T14:45:00Z,136067,2904,239,PT1H50M53S,6653,22
WNthca-34CA,Imponderabilia,Dlaczego Polacy nie potrafią się dogadać?,2018-08-23T15:00:03Z,10898,410,21,PT6M10S,370,22
75EXrqRuN8Q,Imponderabilia,"Tomasz Stawiszyński - czym jest KARMA? Ziemia jest płaska, ale kim jest Jordan Peterson?",2018-08-21T14:30:01Z,90928,2276,220,PT1H51M16S,6676,22
PGJCZYgrkSA,Imponderabilia,Gimper chce pobić Wojewódzkiego!,2018-08-16T14:30:00Z,64284,2027,120,PT3M35S,215,22
PrmnFZNEqCg,Imponderabilia,"GIMPER szczerze o: YouTube, przeszłości i Lekko Nie Będzie",2018-08-14T16:00:02Z,488057,12496,2627,PT1H47M57S,6477,22
u0ai1IOtI4g,Imponderabilia,Woodstock się skończył. Na Pol'and'rock jeden gość odnalazł prawdziwe szczęście.,2018-08-07T15:44:38Z,48570,1540,77,PT3M46S,226,22
cQABjpvjm_Y,Imponderabilia,Co najbardziej blokuje KREATYWNOŚĆ?,2018-07-11T15:30:01Z,29617,1857,112,PT7M42S,462,27
1szGdzU11tc,Imponderabilia,"Siadaj, pała. Czyli Karol Paciorek wykłada na uczelni wyższej",2018-06-25T17:00:00Z,51350,2561,72,PT7M32S,452,22
bHu-_ZD29Yc,Imponderabilia,Taco Hemingway - Dlaczego warto być NOSTALGICZNYM?,2018-04-27T16:30:00Z,198487,10744,352,PT9M19S,559,27
E5GnbLFxBO8,Imponderabilia,Mój problem z NETFLIXEM,2018-03-15T18:00:01Z,120856,4698,260,PT10M32S,632,27
